# Size Bandwidth(B/s)
1                0.02e6
2                0.04e6
4                0.07e6
8                0.14e6
16               0.30e6
32               0.58e6
64               1.17e6
128              2.34e6
256              4.65e6
512              9.23e6
1024            19.00e6
2048            37.61e6
4096            74.94e6
8192           110.79e6
16384          221.75e6
32768          449.34e6
65536          885.97e6
131072        1803.89e6
262144        3543.35e6
524288        6796.79e6
1048576       9814.00e6
2097152      19477.68e6
4194304      24126.98e6
8388608      37430.64e6
16777216     53322.02e6
33554432     67914.17e6
67108864     77663.75e6
