# Size Latency(us)
1               52.90
2               52.32
4               53.09
8               53.78
16              54.20
32              52.91
64              53.55
128             53.83
256             53.71
512             53.32
1024            53.56
2048            54.16
4096            53.72
8192            73.29
16384           72.74
32768           73.09
65536           74.18
131072          74.80
262144          90.94
524288          77.52
1048576         97.78
2097152        109.31
4194304        170.76
8388608        220.52
16777216       310.31
33554432       488.21
67108864       851.00
