# Size Bandwidth(B/s)
1                       0.03e6
2                       0.05e6
4                       0.11e6
8                       0.22e6
16                      0.43e6
32                      0.87e6
64                      1.74e6
128                     3.46e6
256                     6.84e6
512                    18.17e6
1024                   36.04e6
2048                   71.90e6
4096                  140.12e6
8192                  275.38e6
16384                 525.92e6
32768                 991.10e6
65536                1809.47e6
131072               3203.21e6
262144               4943.57e6
524288               7077.73e6
1048576              8794.38e6
2097152             10254.80e6
4194304             10959.21e6
8388608             11632.62e6
16777216            11593.00e6
33554432            11859.22e6
67108864            10009.68e6
